,transcriptid
127536,1719855
127537,1722194
127538,1758690
127539,1780063
127540,1842391
127541,6583
127542,6584
127543,10287
127544,17297
127545,20309
127546,31754
127547,89167
127548,112081
127549,127992
127550,156310
127551,293301
127552,308069
127553,342556
127554,385726
127555,434312
127556,457929
127557,500291
127558,544686
127559,609993
127560,632691
127561,674317
127562,719737
127563,781155
127564,805879
127565,853424
127566,894730
127567,945734
127568,977572
127569,1024444
127570,1078875
127571,1154798
127572,1200204
127573,1270818
127574,1329082
127575,1408592
127576,1450854
127577,1535687
127578,1609136
127579,1689125
127580,1739177
127581,1817798
127582,1849200
127583,866450
127584,1042249
127585,1554242
127586,1676892
127587,1764079
127588,1825284
127594,108121
127595,126643
127596,150409
127597,205909
127598,282413
127599,308018
127600,320590
127601,340633
127665,1551
127666,1552
127667,10264
127668,13532
127669,15943
127670,20842
127671,26229
127672,39026
127673,47158
127674,58204
127675,70036
127676,82355
127677,96995
127678,122035
127679,151147
127680,171935
127681,178780
127682,214118
127683,296012
127684,345898
127685,357758
127686,372593
127687,409204
127688,428348
127689,454035
127690,493734
127691,539213
127692,574493
127693,596225
127694,622182
127695,668619
127696,694527
127697,698632
127698,713553
127699,737667
127700,752826
127701,775758
127702,796696
127703,845898
127704,871718
127705,888422
127706,927395
127707,952255
127708,976746
127709,1014651
127710,1047332
127711,1062845
127712,1077567
127713,1121815
127714,1216633
127715,1223518
127716,1266654
127717,1295924
127718,1297150
127719,1314631
127720,1333817
127721,1413205
127722,1530546
127723,1551680
127724,1554291
127725,1560565
127726,1562114
127727,1562908
127728,1569535
127729,1598628
127730,1644879
127731,1682482
127732,1732100
127733,1761728
127734,1762415
127735,1791923
127736,1823411
127737,1824059
127738,1860494
127739,1103
127740,12135
127741,17614
127742,24068
127743,32068
127744,46086
127745,55450
127746,60117
127747,73899
127748,86298
127749,108510
127750,126625
127751,152851
127752,204971
127753,281982
127754,303953
127755,340415
127756,385436
127757,426444
127758,456245
127759,497255
127760,540107
127761,594061
127762,625292
127763,671987
127764,12903
127765,15754
127766,18223
127767,18224
127768,18225
127769,19889
127770,26067
127771,37349
127772,54976
127773,69793
127774,82416
127775,86664
127776,97958
127777,117921
127778,146563
127779,177740
127780,213371
127781,288104
127782,329865
127783,354725
127784,361016
127785,365836
127786,368530
127787,410337
127788,429137
127789,463153
127790,478077
127791,498894
127792,519543
127793,544999
127794,555908
127795,577756
127796,619926
127797,667690
127798,712721
127799,731555
127800,736356
127801,754553
127802,795787
127803,828775
127804,841327
127805,884120
127806,925587
127807,950632
127808,964376
127809,1000640
127810,1014774
127811,1061564
127812,1121419
127813,1178799
127814,1196456
127815,1248793
127816,1332912
127817,1377456
127818,1392100
127819,1447731
127820,1531078
127821,1545603
127822,1570280
127823,1622970
127824,1643669
127825,1656055
127826,1664400
127827,1666848
127828,1698681
127829,1755916
127830,1767501
127831,1807552
127832,1812180
127833,1852619
127896,17716
127897,35053
127898,60448
127899,122392
127900,154616
127901,161287
127902,185993
127903,273099
127904,304134
127905,343211
127906,381402
127907,430138
127908,456612
127909,497097
127910,3986
127911,3987
127912,10582
127913,13363
127914,17007
127915,20321
127916,31602
127917,45577
127918,49638
127919,57958
127920,69584
127921,81868
127922,101889
127923,117882
127924,146618
127925,170109
127926,177588
127927,194496
127928,219005
127929,283175
127930,292471
127931,333949
127932,346427
127933,353630
127934,371627
127935,405699
127936,418617
127937,437841
127938,440100
127939,454556
127940,489164
127941,534545
127942,577613
127943,611477
127944,615762
127945,663256
127946,708860
127947,756080
127948,787786
127949,796756
127950,837914
127951,883113
127952,932232
127953,968978
127954,1017874
127955,1058347
127956,1123397
127957,1170369
127958,1184570
127959,1258656
127960,1323714
127961,1385150
127962,1425499
127963,1441406
127964,1510361
127965,1581347
127966,1675404
127967,1724886
127968,1782490
127969,1850673
128045,2633
128046,2634
128047,15184
128048,17718
128049,23945
128050,34250
128051,43650
128052,54516
128053,65821
128054,78312
128096,1375636
128097,1442005
128098,1515588
128099,1696584
128100,1782655
128101,4648
128102,4649
128103,10923
128104,14486
128105,16852
128106,21066
128107,27776
128108,48594
128109,49256
128110,70563
128111,83149
128112,99051
128113,126528
128114,151971
128115,204970
128116,218071
128117,294833
128118,339825
128119,377422
128185,7703
128186,7704
128187,10995
128188,13836
128189,19487
128190,38711
128191,51212
128192,57979
128193,70415
128194,81815
128195,105155
128196,126064
128197,146303
128198,208911
128199,281654
128200,287066
128201,328903
128202,348089
128203,368498
128204,397368
128205,419556
128206,445734
128207,487003
128208,515516
128209,517843
128210,530449
128211,588512
128212,613189
128213,661414
128214,706373
128215,769279
128216,791584
128217,834661
128218,910304
128219,938935
128220,963634
128221,1012935
128222,1069453
128223,1157150
128224,1192799
128225,1258762
128226,1319357
128227,1404854
128228,1440026
128229,1512594
128230,1586400
128231,1665156
128232,1771155
128233,1814471
128234,1843573
128262,2394
128263,2395
128264,12438
128265,14794
128266,17849
128267,36289
128268,44545
128269,53655
128270,64674
128271,78784
128272,85542
128273,108339
128274,125953
128275,157892
128276,187101
128277,257089
128278,273343
128279,300268
128280,301269
128281,312317
128282,338357
128283,383152
128284,430224
128285,463193
128286,467999
128287,468214
128288,473044
128289,498480
128290,542552
128291,594693
128292,628169
128293,641418
128294,641527
128295,675006
128296,720064
128297,773477
128298,806278
128299,816921
128300,829052
128301,849515
128302,882689
128303,891234
128304,943008
128305,971733
128306,982246
128307,983915
128308,1029261
128309,1071251
128310,1147949
128311,1191343
128312,1201163
128313,1213427
128314,1263136
128315,1328965
128316,1405625
128317,1446664
128318,1469361
128319,1537261
128320,1561079
128321,1561427
128322,1617390
128323,1679452
128324,1741122
128325,1747410
128326,1814091
128327,1859239
128328,36155
128329,65111
128330,72806
128331,86267
128332,106887
128333,123234
128334,153537
128335,162195
128336,184437
128337,203798
128338,205678
128339,266675
128355,7934
128356,11492
128357,7313
128358,7314
128359,11667
128360,15098
128361,17896
128362,24194
128363,31103
128364,45680
128365,53485
128366,63445
128367,76541
128368,89165
128369,109985
128370,132216
128371,163113
128372,195876
128373,272945
128374,315372
128375,350128
128376,391032
128377,430667
128378,473003
128379,508297
128380,556391
128381,602913
128382,645016
128383,687049
128384,735429
128385,782357
128386,823057
128387,862594
128388,908067
128389,950611
128390,989493
128391,1039525
128392,1091225
128393,1155264
128394,1217187
128395,1287857
128396,1353819
128397,1423729
128398,1481143
128399,1548249
128400,1615512
128401,1692319
128402,1755943
128403,1819143
128404,1851
128405,1852
128406,10576
128407,13351
128408,15301
128409,16621
128410,21844
128411,31593
128412,45712
128413,49882
128414,62791
128415,70333
128416,83264
128417,105148
128418,120001
128419,151108
128420,179732
128421,194557
128422,261653
128423,291419
128424,334210
128425,371014
128426,414199
128427,450452
128428,462341
128429,519760
128430,534609
128431,586319
128432,617635
128433,678721
128434,709609
128435,767460
128436,805343
128437,842020
128438,887682
128439,936072
128440,973335
128441,1022481
128442,1065056
128443,1135708
128444,1195753
128445,1267220
128446,1338665
128447,1396208
128448,1462594
128449,1540001
128450,1610769
128451,1659626
128452,1770183
128453,1812132
128454,1853013
128455,4466
128456,11948
128457,17829
128458,23912
128459,33755
128460,43998
128461,54544
128462,74010
128463,163787
128464,1094
128465,1095
128466,10286
128467,12968
128468,15794
128469,19941
128470,26154
128471,37586
128472,47133
128473,57405
128474,72054
128475,80493
128476,95696
128477,118696
128478,134186
128479,147349
128480,171100
128481,171102
128482,178914
128483,187241
128484,191935
128485,210668
128486,210861
128487,277242
128488,289127
128489,310766
128490,330742
128491,358537
128492,370527
128493,385747
128494,394774
128495,408373
128496,446671
128497,471653
128498,487446
128499,518435
128500,531945
128501,559258
128502,573277
128503,599583
128504,614235
128505,641545
128506,661713
128507,696208
128508,707086
128509,737515
128510,750347
128511,765405
128512,778308
128513,792162
128514,816769
128515,835951
128516,880409
128517,922134
128518,935128
128519,953670
128520,965034
128521,985532
128522,998425
128523,1014807
128524,1048093
128525,1062693
128526,1117150
128527,1137076
128528,1143095
128529,1180469
128530,1219370
128531,1253840
128532,1278963
128533,1299897
128534,1310386
128535,1320240
128536,1363368
128537,1378430
128538,1383137
128539,1397819
128540,1435891
128541,1437067
128542,1452543
128543,1481805
128544,1508387
128545,1540988
128546,1557062
128547,1577180
128548,1617762
128549,1643708
128550,1649871
128551,1662149
128552,1693237
128553,1699058
128554,1751027
128555,1755383
128556,1756601
128557,1762555
128558,1771275
128559,1823762
128560,1824222
128561,1830979
128562,1839341
128563,1855905
128564,35728
128565,42356
128566,95225
128567,95712
128568,97011
128569,97378
128570,99122
128571,99652
128572,112980
128573,113292
128574,124366
128575,142084
128576,154764
128577,194665
128578,269474
128579,299825
128580,340980
128581,379261
128582,429240
128583,470613
128584,497443
128585,543914
128586,599640
128587,622339
128588,673188
128589,1563528
128590,1765524
128706,8930
128707,8932
128708,12034
128709,15308
128710,17828
128711,23618
128712,31964
128713,44360
128714,45757
128715,52408
128716,65818
128717,77179
128718,90869
128719,100707
128720,131504
128721,166260
128722,171371
128723,188233
128724,215497
128725,216453
128726,313066
128727,337394
128728,360295
128729,381207
128730,396828
128731,410531
128732,462947
128733,495199
128734,519723
128735,537843
128736,575889
128737,634111
128738,676520
128739,695817
128740,715338
128741,737835
128742,753979
128743,818014
128744,856800
128745,872542
128746,894649
128747,910220
128748,926143
128749,989215
128750,1030313
128751,1049973
128752,1073225
128753,1092902
128754,1128898
128755,1215912
128756,1268166
128757,1300034
128758,1301250
128759,1343069
128760,1356093
128761,1384406
128762,1475187
128763,1486907
128764,1488841
128765,1532113
128766,1558084
128767,1559807
128768,1611911
128769,1654438
128770,1741943
128771,1758647
128772,1760962
128773,1768996
128774,1798723
128775,1827350
128776,1827743
128777,1859575
128783,4851
128784,10247
128785,13012
128786,17149
128787,20886
128788,31141
128789,38312
128790,52205
128791,62828
128792,69195
128793,81993
128794,103214
128795,117879
128796,145101
128797,173612
128798,260967
128799,285279
128800,326446
128801,368223
128802,420776
128803,448391
128804,484498
128805,532182
128806,592068
128807,614443
128808,661882
128809,708636
128810,770380
128811,791130
128812,835928
128813,881688
128814,938441
128815,961000
128816,1058278
128817,1143106
128818,1168927
128819,1177012
128820,1252013
128821,1326146
128822,1401787
128823,1442902
128824,1510584
128825,1586244
128826,1675087
128827,1735542
128828,1818251
128829,1860401
128830,36635
128831,55962
128832,79042
128833,85594
128834,109973
128835,122459
128836,155133
128837,166947
128838,181464
128839,200692
128840,204331
128841,207669
128842,269014
128843,269801
128844,282931
128845,292565
128846,309218
128847,309643
128848,343952
128849,356788
128850,360595
128851,381061
128852,389461
128853,394345
128854,401488
128855,421200
128856,466933
128857,467859
128858,468327
128859,473076
128860,484529
128861,502976
128862,517750
128863,551745
128864,552060
128865,568785
128866,598297
128867,629521
128868,641469
128869,680115
128870,692362
128871,724872
128872,771215
128873,784887
128874,809304
128875,854001
128876,893049
128877,949651
128878,977625
128879,984468
128880,1011462
128881,1032340
128882,1171498
128883,1189219
128884,1216450
128885,1221364
128886,1269996
128887,1315514
128888,1334526
128889,1413408
128890,1452175
128891,1472187
128892,1496572
128893,1541620
128894,1559712
128895,1624027
128896,1633920
128897,1637368
128898,1677820
128899,1741184
128900,1769568
128901,1814552
128902,1828764
128903,1858319
128908,2877
128909,2878
128910,10996
128911,14019
128912,16957
128913,21396
128914,36370
128915,42436
128916,50308
128917,58027
128918,71716
128919,106648
128920,123277
128921,140800
128922,154826
128923,163941
128924,169224
128925,181942
128926,195072
128927,278260
128928,301724
128929,338987
128930,350430
128945,13234
128946,16106
128947,18261
128948,18262
128949,18263
128950,21001
128951,31257
128952,38843
128953,48063
128954,62856
128955,69825
128956,82806
128957,104292
128958,138785
128959,141160
128960,148012
128961,163151
128962,179907
128963,218629
128964,294543
128965,321742
128966,324791
128967,337469
128968,371265
128969,393257
128970,411988
128971,454589
128972,472807
128973,483227
128974,493373
128975,537550
128976,578949
128977,620816
128978,667857
128979,715330
128980,732471
128981,752794
128982,790566
128983,801293
128984,843704
128985,887135
128986,928340
128987,966770
128988,1017035
128989,1071440
128990,1144029
128991,1157049
128992,1192395
128993,1213745
128994,1264242
128995,1329511
128996,1350720
128997,1379046
128998,1396482
128999,1452144
129000,1476460
129001,1498009
129002,1548504
129003,1603281
